11185308760	30111
11190604438	30111
11190602572	30111
11190450599	30111
11190602575	30111
11190602581	30111
11242889368	30082
11433852578	30082
11608100850	30082
11696777123	30082
11713177869	30082
11713596740	30082
11713620294	30082
11713620290	30082
11713498754	30082
11713538271	30082
11713540763	30082
11713538256	30082
11726982198	30082
11727147557	30082
11730708157	30082
11741020552	30082
11752099924	30082
11780402061	30082
11789559858	30082
11789272449	30082
11789272457	30082
11789470367	30082
11789271785	30082
11790242706	30082
11801816093	30082
11801813958	30082
11803090272	30082
11810717264	30082
11810689179	30082
11810727361	30082
11822217791	30082
11823579646	30082
11823813295	30082
11825698342	30082
11839288629	30082
11851159048	30082
11870954003	30082
11930078651	30032
11942230326	30032
11944309389	30032
11951855536	30032
11960219344	30032
11971332874	30032
12001107819	30032
12015613702	30082
12024460819	30082
12033682915	30032
12033815660	30032
12033997834	30032
12033997835	30032
12038469375	30032
12082598528	30032
12102554407	30032
12106805681	30082
12115965340	30032
12133110029	30119
12136497693	30082
12150951992	30082
12151458688	30119
12156949354	30082
12158313114	30032
12157640387	30032
12180451367	30032
12184321988	30119
12185033277	30082
12200740897	30119
12199379231	30119
12200594040	30119
12200594041	30119
12200785695	30119
12203916854	30082
12204657679	30119
12217618945	30119
12217541070	30119
12218308439	30082
12218321764	30082
12218308462	30082
12218974870	30032
12219518202	30119
12223480103	30082
12224624408	30032
12227349287	30119
12227266864	30119
12229055590	30032
12229212732	30119
12230196684	30122
12234622097	30122
12235924670	30032
12236186818	30032
12237043295	30082
12237452889	30082
12236186848	30119
12236770107	30119
12237459522	30119
12237656147	30121
12243478944	30032
12245001227	30119
12245315141	30119
12246066082	30119
12245001229	30119
12245836497	30119
12245001231	30119
12245479330	30032
12246477286	30032
12245479346	30032
12245479349	30032
12245836476	30119
12245479352	30082
12246066072	30119
12245479356	30119
12257218591	30119
12266167591	30032
12264344676	30032
12266167584	30032
12267210784	30082
12266926406	30032
12268060858	30032
12274269833	30082
12274276626	30118
