11185308760	30111
11190604438	30111
11190450599	30111
11242889368	30082
11433852578	30082
11608100850	30082
11696777123	30082
11713177869	30082
11713596740	30082
11713620294	30082
11713620290	30082
11713498754	30082
11713538271	30082
11713540763	30082
11713538256	30082
11726982198	30082
11727147557	30082
11730708157	30082
11741020552	30082
11752099924	30082
11780402061	30082
11789559858	30082
11789272449	30082
11789272457	30082
11789470367	30082
11789271785	30082
11790242706	30082
11801816093	30082
11801813958	30082
11803090272	30082
11810717264	30082
11810689179	30082
11810727361	30082
11822217791	30082
11823579646	30082
11823813295	30082
11825698342	30082
11839288629	30082
11851159048	30082
11870954003	30082
11944309389	30032
11951855536	30032
12015613702	30082
12024460819	30082
12033815660	30032
12038469375	30032
12102554407	30032
12115965340	30032
12133110029	30119
12136497693	30082
12150951992	30082
12158313114	30032
12184321988	30119
12185033277	30082
12200740897	30119
12199379231	30119
12200594040	30119
12200594041	30119
12200785695	30119
12203916854	30082
12204657679	30119
12217618945	30119
12217541070	30119
12218321764	30082
12218308462	30082
12219518202	30119
12227349287	30119
12227266864	30119
12229212732	30119
12236186848	30119
12237459522	30119
12246066082	30119
12245001229	30119
12245479330	30032
12246477286	30032
12245836476	30119
12245479352	30082
12245479356	30119
12257218591	30119
12264344676	30032
12266926406	30032
12268060858	30032
12274276626	30118
12274269449	30082
12276394748	30032
12281361193	30032
12282386107	30032
12282611521	30032
12285594134	30032
12287049166	30082
12286090751	30119
12287561849	30032
12290844966	30082
12293438780	30032
12293428454	30032
12293428449	30032
12293438789	30032
12294399387	30032
12294486874	30119
12294740882	30119
12293578416	30119
12294486871	30119
12294740865	30032
12294740866	30032
12303561130	30082
12304707776	30119
12304220209	30119
12309557560	30032
12307672584	30032
12309732027	30032
12313786658	30032
12314211543	30032
12314537540	30032
12314537541	30032
12313786653	30032
12317527447	30032
12317556374	30082
12318321451	30082
12321065685	30082
12322840124	30032
12325601826	30032
12325488625	30032
12325601831	30032
12325488604	30119
12328289453	30082
